indic_code,indic_source,indic_lib,indic_cat,icd10,service,add_def,population,age_min,age_max,sex,enceinte,autre,depistage_fait,depistage_resultat,accouchement_assist,accouchement_ptme_type,chirurgie_urgence,traitement_statut
HMIS6924,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces autres meningites,(Non hospitalises- 1-4 ans- M.),TBD,Deces,No,1-4 ans- M,Y1,Y4,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS6925,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces autres meningites,(Non hospitalises- 15 ans et plus- F.),TBD,Deces,No,>15 ans- F,Y15,NA,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS6926,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces autres meningites,(Non hospitalises- 15 ans et plus- M.),TBD,Deces,No,>15 ans- M,Y15,NA,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS6927,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces autres meningites,(Non hospitalises- 5-14 ans- F.),TBD,Deces,No,5-14 ans- F,Y5,Y14,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS6928,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces autres meningites,(Non hospitalises- 5-14 ans- M.),TBD,Deces,No,5-14 ans- M,Y5,Y14,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS6929,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces diabete sucre,(Hospitalises- 0-1 mois- F.),TBD,Deces,No,0-1 mois- F,0,M1,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS6930,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces diabete sucre,(Hospitalises- 0-1 mois- M.),TBD,Deces,No,0-1 mois- M,0,M1,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS6931,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces diabete sucre,(Hospitalises- 1-11 mois- F.),TBD,Deces,No,1-11 mois- F,M1,M11,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS6932,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces diabete sucre,(Hospitalises- 1-11 mois- M.),TBD,Deces,No,1-11 mois- M,M1,M11,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS6933,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces diabete sucre,(Hospitalises- 1-4 ans- F.),TBD,Deces,No,1-4 ans- F,Y1,Y4,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS6934,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces diabete sucre,(Hospitalises- 1-4 ans- M.),TBD,Deces,No,1-4 ans- M,Y1,Y4,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS6935,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces diabete sucre,(Hospitalises- 15 ans et plus- F.),TBD,Deces,No,>15 ans- F,Y15,NA,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS6936,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces diabete sucre,(Hospitalises- 15 ans et plus- M.),TBD,Deces,No,>15 ans- M,Y15,NA,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS6937,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces diabete sucre,(Hospitalises- 5-14 ans- F.),TBD,Deces,No,5-14 ans- F,Y5,Y14,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS6938,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces diabete sucre,(Hospitalises- 5-14 ans- M.),TBD,Deces,No,5-14 ans- M,Y5,Y14,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS6939,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces diabete sucre,(Non hospitalises- 0-1 mois- F.),TBD,Deces,No,0-1 mois- F,0,M1,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS6940,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces diabete sucre,(Non hospitalises- 0-1 mois- M.),TBD,Deces,No,0-1 mois- M,0,M1,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS6941,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces diabete sucre,(Non hospitalises- 1-11 mois- F.),TBD,Deces,No,1-11 mois- F,M1,M11,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS6942,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces diabete sucre,(Non hospitalises- 1-11 mois- M.),TBD,Deces,No,1-11 mois- M,M1,M11,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS6943,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces diabete sucre,(Non hospitalises- 1-4 ans- F.),TBD,Deces,No,1-4 ans- F,Y1,Y4,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS6944,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces diabete sucre,(Non hospitalises- 1-4 ans- M.),TBD,Deces,No,1-4 ans- M,Y1,Y4,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS6945,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces diabete sucre,(Non hospitalises- 15 ans et plus- F.),TBD,Deces,No,>15 ans- F,Y15,NA,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS6946,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces diabete sucre,(Non hospitalises- 15 ans et plus- M.),TBD,Deces,No,>15 ans- M,Y15,NA,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS6947,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces diabete sucre,(Non hospitalises- 5-14 ans- F.),TBD,Deces,No,5-14 ans- F,Y5,Y14,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS6948,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces diabete sucre,(Non hospitalises- 5-14 ans- M.),TBD,Deces,No,5-14 ans- M,Y5,Y14,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS6949,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces drepanocytose,(Hospitalises- 0-1 mois- F.),TBD,Deces,No,0-1 mois- F,0,M1,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS6950,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces drepanocytose,(Hospitalises- 0-1 mois- M.),TBD,Deces,No,0-1 mois- M,0,M1,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS6951,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces drepanocytose,(Hospitalises- 1-11 mois- F.),TBD,Deces,No,1-11 mois- F,M1,M11,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS6952,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces drepanocytose,(Hospitalises- 1-11 mois- M.),TBD,Deces,No,1-11 mois- M,M1,M11,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS6953,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces drepanocytose,(Hospitalises- 1-4 ans- F.),TBD,Deces,No,1-4 ans- F,Y1,Y4,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS6954,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces drepanocytose,(Hospitalises- 1-4 ans- M.),TBD,Deces,No,1-4 ans- M,Y1,Y4,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS6955,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces drepanocytose,(Hospitalises- 15 ans et plus- F.),TBD,Deces,No,>15 ans- F,Y15,NA,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS6956,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces drepanocytose,(Hospitalises- 15 ans et plus- M.),TBD,Deces,No,>15 ans- M,Y15,NA,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS6957,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces drepanocytose,(Hospitalises- 5-14 ans- F.),TBD,Deces,No,5-14 ans- F,Y5,Y14,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS6958,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces drepanocytose,(Hospitalises- 5-14 ans- M.),TBD,Deces,No,5-14 ans- M,Y5,Y14,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS6959,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces drepanocytose,(Non hospitalises- 0-1 mois- F.),TBD,Deces,No,0-1 mois- F,0,M1,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS6960,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces drepanocytose,(Non hospitalises- 0-1 mois- M.),TBD,Deces,No,0-1 mois- M,0,M1,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS6961,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces drepanocytose,(Non hospitalises- 1-11 mois- F.),TBD,Deces,No,1-11 mois- F,M1,M11,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS6962,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces drepanocytose,(Non hospitalises- 1-11 mois- M.),TBD,Deces,No,1-11 mois- M,M1,M11,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS6963,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces drepanocytose,(Non hospitalises- 1-4 ans- F.),TBD,Deces,No,1-4 ans- F,Y1,Y4,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS6964,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces drepanocytose,(Non hospitalises- 1-4 ans- M.),TBD,Deces,No,1-4 ans- M,Y1,Y4,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS6965,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces drepanocytose,(Non hospitalises- 15 ans et plus- F.),TBD,Deces,No,>15 ans- F,Y15,NA,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS6966,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces drepanocytose,(Non hospitalises- 15 ans et plus- M.),TBD,Deces,No,>15 ans- M,Y15,NA,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS6967,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces drepanocytose,(Non hospitalises- 5-14 ans- F.),TBD,Deces,No,5-14 ans- F,Y5,Y14,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS6968,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces drepanocytose,(Non hospitalises- 5-14 ans- M.),TBD,Deces,No,5-14 ans- M,Y5,Y14,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS6969,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces glaucome,(Hospitalises- 0-1 mois- F.),TBD,Deces,No,0-1 mois- F,0,M1,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS6970,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces glaucome,(Hospitalises- 0-1 mois- M.),TBD,Deces,No,0-1 mois- M,0,M1,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS6971,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces glaucome,(Hospitalises- 1-11 mois- F.),TBD,Deces,No,1-11 mois- F,M1,M11,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS6972,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces glaucome,(Hospitalises- 1-11 mois- M.),TBD,Deces,No,1-11 mois- M,M1,M11,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS6973,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces glaucome,(Hospitalises- 1-4 ans- F.),TBD,Deces,No,1-4 ans- F,Y1,Y4,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS6974,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces glaucome,(Hospitalises- 1-4 ans- M.),TBD,Deces,No,1-4 ans- M,Y1,Y4,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS6975,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces glaucome,(Hospitalises- 15 ans et plus- F.),TBD,Deces,No,>15 ans- F,Y15,NA,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS6976,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces glaucome,(Hospitalises- 15 ans et plus- M.),TBD,Deces,No,>15 ans- M,Y15,NA,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS6977,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces glaucome,(Hospitalises- 5-14 ans- F.),TBD,Deces,No,5-14 ans- F,Y5,Y14,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS6978,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces glaucome,(Hospitalises- 5-14 ans- M.),TBD,Deces,No,5-14 ans- M,Y5,Y14,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS6979,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces glaucome,(Non hospitalises- 0-1 mois- F.),TBD,Deces,No,0-1 mois- F,0,M1,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS6980,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces glaucome,(Non hospitalises- 0-1 mois- M.),TBD,Deces,No,0-1 mois- M,0,M1,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS6981,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces glaucome,(Non hospitalises- 1-11 mois- F.),TBD,Deces,No,1-11 mois- F,M1,M11,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS6982,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces glaucome,(Non hospitalises- 1-11 mois- M.),TBD,Deces,No,1-11 mois- M,M1,M11,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS6983,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces glaucome,(Non hospitalises- 1-4 ans- F.),TBD,Deces,No,1-4 ans- F,Y1,Y4,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS6984,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces glaucome,(Non hospitalises- 1-4 ans- M.),TBD,Deces,No,1-4 ans- M,Y1,Y4,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS6985,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces glaucome,(Non hospitalises- 15 ans et plus- F.),TBD,Deces,No,>15 ans- F,Y15,NA,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS6986,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces glaucome,(Non hospitalises- 15 ans et plus- M.),TBD,Deces,No,>15 ans- M,Y15,NA,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS6987,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces glaucome,(Non hospitalises- 5-14 ans- F.),TBD,Deces,No,5-14 ans- F,Y5,Y14,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS6988,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces glaucome,(Non hospitalises- 5-14 ans- M.),TBD,Deces,No,5-14 ans- M,Y5,Y14,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS6989,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces maladies de l'oreille externe,(Hospitalises- 0-1 mois- F.),TBD,Deces,No,0-1 mois- F,0,M1,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS6990,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces maladies de l'oreille externe,(Hospitalises- 0-1 mois- M.),TBD,Deces,No,0-1 mois- M,0,M1,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS6991,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces maladies de l'oreille externe,(Hospitalises- 1-11 mois- F.),TBD,Deces,No,1-11 mois- F,M1,M11,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS6992,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces maladies de l'oreille externe,(Hospitalises- 1-11 mois- M.),TBD,Deces,No,1-11 mois- M,M1,M11,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS6993,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces maladies de l'oreille externe,(Hospitalises- 1-4 ans- F.),TBD,Deces,No,1-4 ans- F,Y1,Y4,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS6994,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces maladies de l'oreille externe,(Hospitalises- 1-4 ans- M.),TBD,Deces,No,1-4 ans- M,Y1,Y4,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS6995,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces maladies de l'oreille externe,(Hospitalises- 15 ans et plus- F.),TBD,Deces,No,>15 ans- F,Y15,NA,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS6996,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces maladies de l'oreille externe,(Hospitalises- 15 ans et plus- M.),TBD,Deces,No,>15 ans- M,Y15,NA,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS6997,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces maladies de l'oreille externe,(Hospitalises- 5-14 ans- F.),TBD,Deces,No,5-14 ans- F,Y5,Y14,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS6998,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces maladies de l'oreille externe,(Hospitalises- 5-14 ans- M.),TBD,Deces,No,5-14 ans- M,Y5,Y14,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS6999,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces maladies de l'oreille externe,(Non hospitalises- 0-1 mois- F.),TBD,Deces,No,0-1 mois- F,0,M1,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7000,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces maladies de l'oreille externe,(Non hospitalises- 0-1 mois- M.),TBD,Deces,No,0-1 mois- M,0,M1,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7001,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces maladies de l'oreille externe,(Non hospitalises- 1-11 mois- F.),TBD,Deces,No,1-11 mois- F,M1,M11,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7002,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces maladies de l'oreille externe,(Non hospitalises- 1-11 mois- M.),TBD,Deces,No,1-11 mois- M,M1,M11,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7003,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces maladies de l'oreille externe,(Non hospitalises- 1-4 ans- F.),TBD,Deces,No,1-4 ans- F,Y1,Y4,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7004,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces maladies de l'oreille externe,(Non hospitalises- 1-4 ans- M.),TBD,Deces,No,1-4 ans- M,Y1,Y4,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7005,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces maladies de l'oreille externe,(Non hospitalises- 15 ans et plus- F.),TBD,Deces,No,>15 ans- F,Y15,NA,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7006,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces maladies de l'oreille externe,(Non hospitalises- 15 ans et plus- M.),TBD,Deces,No,>15 ans- M,Y15,NA,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7007,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces maladies de l'oreille externe,(Non hospitalises- 5-14 ans- F.),TBD,Deces,No,5-14 ans- F,Y5,Y14,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7008,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces maladies de l'oreille externe,(Non hospitalises- 5-14 ans- M.),TBD,Deces,No,5-14 ans- M,Y5,Y14,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7009,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces maladies de l'oreille interne,(Hospitalises- 0-1 mois- F.),TBD,Deces,No,0-1 mois- F,0,M1,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7010,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces maladies de l'oreille interne,(Hospitalises- 0-1 mois- M.),TBD,Deces,No,0-1 mois- M,0,M1,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7011,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces maladies de l'oreille interne,(Hospitalises- 1-11 mois- F.),TBD,Deces,No,1-11 mois- F,M1,M11,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7012,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces maladies de l'oreille interne,(Hospitalises- 1-11 mois- M.),TBD,Deces,No,1-11 mois- M,M1,M11,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7013,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces maladies de l'oreille interne,(Hospitalises- 1-4 ans- F.),TBD,Deces,No,1-4 ans- F,Y1,Y4,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7014,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces maladies de l'oreille interne,(Hospitalises- 1-4 ans- M.),TBD,Deces,No,1-4 ans- M,Y1,Y4,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7015,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces maladies de l'oreille interne,(Hospitalises- 15 ans et plus- F.),TBD,Deces,No,>15 ans- F,Y15,NA,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7016,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces maladies de l'oreille interne,(Hospitalises- 15 ans et plus- M.),TBD,Deces,No,>15 ans- M,Y15,NA,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7017,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces maladies de l'oreille interne,(Hospitalises- 5-14 ans- F.),TBD,Deces,No,5-14 ans- F,Y5,Y14,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7018,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces maladies de l'oreille interne,(Hospitalises- 5-14 ans- M.),TBD,Deces,No,5-14 ans- M,Y5,Y14,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7019,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces maladies de l'oreille interne,(Non hospitalises- 0-1 mois- F.),TBD,Deces,No,0-1 mois- F,0,M1,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7020,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces maladies de l'oreille interne,(Non hospitalises- 0-1 mois- M.),TBD,Deces,No,0-1 mois- M,0,M1,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7021,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces maladies de l'oreille interne,(Non hospitalises- 1-11 mois- F.),TBD,Deces,No,1-11 mois- F,M1,M11,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7022,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces maladies de l'oreille interne,(Non hospitalises- 1-11 mois- M.),TBD,Deces,No,1-11 mois- M,M1,M11,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7023,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces maladies de l'oreille interne,(Non hospitalises- 1-4 ans- F.),TBD,Deces,No,1-4 ans- F,Y1,Y4,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7024,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces maladies de l'oreille interne,(Non hospitalises- 1-4 ans- M.),TBD,Deces,No,1-4 ans- M,Y1,Y4,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7025,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces maladies de l'oreille interne,(Non hospitalises- 15 ans et plus- F.),TBD,Deces,No,>15 ans- F,Y15,NA,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7026,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces maladies de l'oreille interne,(Non hospitalises- 15 ans et plus- M.),TBD,Deces,No,>15 ans- M,Y15,NA,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7027,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces maladies de l'oreille interne,(Non hospitalises- 5-14 ans- F.),TBD,Deces,No,5-14 ans- F,Y5,Y14,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7028,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces maladies de l'oreille interne,(Non hospitalises- 5-14 ans- M.),TBD,Deces,No,5-14 ans- M,Y5,Y14,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7029,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces maladies de l'oreille moyenne et de l'apophyse mastoïde,(Hospitalises- 0-1 mois- F.),TBD,Deces,No,0-1 mois- F,0,M1,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7030,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces maladies de l'oreille moyenne et de l'apophyse mastoïde,(Hospitalises- 0-1 mois- M.),TBD,Deces,No,0-1 mois- M,0,M1,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7031,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces maladies de l'oreille moyenne et de l'apophyse mastoïde,(Hospitalises- 1-11 mois- F.),TBD,Deces,No,1-11 mois- F,M1,M11,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7032,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces maladies de l'oreille moyenne et de l'apophyse mastoïde,(Hospitalises- 1-11 mois- M.),TBD,Deces,No,1-11 mois- M,M1,M11,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7033,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces maladies de l'oreille moyenne et de l'apophyse mastoïde,(Hospitalises- 1-4 ans- F.),TBD,Deces,No,1-4 ans- F,Y1,Y4,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7034,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces maladies de l'oreille moyenne et de l'apophyse mastoïde,(Hospitalises- 1-4 ans- M.),TBD,Deces,No,1-4 ans- M,Y1,Y4,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7035,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces maladies de l'oreille moyenne et de l'apophyse mastoïde,(Hospitalises- 15 ans et plus- F.),TBD,Deces,No,>15 ans- F,Y15,NA,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7036,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces maladies de l'oreille moyenne et de l'apophyse mastoïde,(Hospitalises- 15 ans et plus- M.),TBD,Deces,No,>15 ans- M,Y15,NA,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7037,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces maladies de l'oreille moyenne et de l'apophyse mastoïde,(Hospitalises- 5-14 ans- F.),TBD,Deces,No,5-14 ans- F,Y5,Y14,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7038,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces maladies de l'oreille moyenne et de l'apophyse mastoïde,(Hospitalises- 5-14 ans- M.),TBD,Deces,No,5-14 ans- M,Y5,Y14,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7039,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces maladies de l'oreille moyenne et de l'apophyse mastoïde,(Non hospitalises- 0-1 mois- F.),TBD,Deces,No,0-1 mois- F,0,M1,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7040,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces maladies de l'oreille moyenne et de l'apophyse mastoïde,(Non hospitalises- 0-1 mois- M.),TBD,Deces,No,0-1 mois- M,0,M1,M,NA,NA,NA,NA,NA,NA,NA,NA
